Customer_ID,Age,Gender,Income,Location,Customer_Segment,Transaction_ID,Date,Product_Category,Product_ID,Quantity,Unit_Price,Total_Spent,Payment_Method,Discount_Applied,Loyalty_Points_Used,Previous_Purchases,Average_Spending,Last_Purchase_Days_Ago,Browsing_Time_Before_Purchase,Preferred_Shopping_Time,Customer_Satisfaction_Rating
03aa7a54-93c4-4b07-a426-0c7c9d568fe8,42,Male,173187,City,Medium,f9bafa29-b1e2-4c86-ad24-ba704b654ea3,10/06/2024 10:54:00,Electronics,f4a71ace-37ef-47d5-96c7-6a4421940688,2,264.58,529.16,Credit Card,Yes,260,31,883.3,225,46,Morning,1
2bf1e491-3ca9-4f30-be9f-04b83d4936b6,31,Female,138066,Suburb,Medium,7e727b53-3b31-45af-a129-e2ba8e0cca64,05/13/2023 02:42:00,Groceries,970dbb29-f38e-44e2-b119-adc02aab5866,1,351.83,351.83,Cash,No,46,28,182.13,289,57,Night,4
c12d1ca7-dc04-4ee5-a584-226b986fef98,67,Female,197505,Suburb,Low,c2dd6db0-3e6c-4b0e-ade4-289735d05e8d,05/02/2023 07:16:00,Electronics,f2464b57-acad-45be-9b67-448194c3dc19,4,333.69,1334.76,Debit Card,No,355,12,143.8,60,45,Morning,3
f4a444e7-c752-4335-a128-1e51848b83ae,26,Female,99364,Suburb,Low,40dbe2e3-71eb-4674-a8da-a824a1eedf93,04/18/2023 22:57:00,Groceries,18857ecb-c8bd-4460-9acf-d39eb436df51,1,451.91,451.91,Debit Card,No,265,16,321.52,187,44,Morning,5
b03610eb-b74f-447f-95ac-5fcf93cdf974,43,Male,90077,City,Medium,aef8bef1-73bf-4a25-a617-e93b506287e9,10/28/2024 16:18:00,Clothing,4e4f970e-6527-4cf5-86b3-f4ea06dfa119,1,273.21,273.21,Credit Card,Yes,1,33,392.38,239,37,Night,3
19186fe7-a6ea-4f4b-bcc6-32af092344cb,19,Male,60644,Suburb,Low,22f18241-a5d2-46ad-943d-c429fea58ebd,10/06/2024 09:15:00,Books,aa3ba08b-1674-43dd-81cf-ff7c1ffbbfc7,2,213.64,427.28,Digital Wallet,No,22,35,803.39,2,3,Night,3
a40f26cd-1b21-46d2-b4a2-63308cc4d986,37,Female,82643,Suburb,Medium,a782f7fe-70c2-420e-88a7-6e709e17637d,03/26/2024 02:38:00,Clothing,74e73fcb-a7a6-413f-b087-05db73f05dcb,3,404.55,1213.65,Credit Card,No,358,44,401.4,5,14,Evening,3
1f5f8539-54ae-4e29-9980-a3aff2161605,45,Female,33311,Suburb,Medium,f83b60af-bd33-4df7-aee7-a09c005db63a,09/14/2024 02:23:00,Furniture,570a05f0-aa2a-412f-b25d-f5bbd246a757,2,400.89,801.78,Debit Card,Yes,476,4,67.84,259,39,Night,2
831a39ce-0189-4736-9ed7-89d3cdeaf7de,64,Female,149466,Rural,Medium,1da0f3d5-4c6d-4320-91ea-e1d032088655,03/08/2025 02:15:00,Groceries,2a25ccbc-0a08-42d9-b203-1da9e17cb976,1,89.07,89.07,Digital Wallet,Yes,439,10,643.24,100,7,Evening,4
18d60729-e5e2-4a55-bf00-578b8db3a05d,24,,50531,City,Low,a7f592f6-05ab-4390-aa6b-6f3a7fe42c1c,02/03/2025 00:29:00,Electronics,84de1266-d12c-4cc9-b7d1-abc99bdc1fb3,2,122.21,244.42,Debit Card,No,402,34,677.8,308,17,Night,3
e1d4be74-4b87-4567-bafb-20b93e9d865e,61,Female,34588,Suburb,Low,1d95d608-e1a9-4c4c-a1e6-66e3344c421d,04/10/2024 05:03:00,Electronics,32268a39-a5b8-4928-93c6-12d69dc8e48f,2,479.53,959.06,Credit Card,Yes,421,41,817.94,358,6,Night,5
f9781a80-eb1b-429c-bcbd-c90b2f2eb594,25,Male,69416,Rural,Medium,49baa1c1-ea2a-4fa7-87be-a00667db2ea0,03/09/2024 02:21:00,Books,c37de135-6e2b-453e-89a4-467cd837e5db,2,224.83,449.66,Digital Wallet,Yes,302,3,410.89,326,47,Morning,1
89760948-fc94-4ae9-811a-e42238580e20,64,Female,163452,City,Low,965c9f25-7bec-4e30-aa8a-e054a7a01622,07/12/2023 15:50:00,Electronics,9c4f99c2-2dcd-4b75-8fa7-964846fd9c90,4,262.23,1048.92,Credit Card,No,83,31,104.35,165,19,Night,1
4d92e1f8-1f2c-4eb0-8606-4abb23d61911,52,Male,193717,City,High,2ac3378f-836a-4d83-8df7-646efd4e1aa6,10/03/2023 00:55:00,Furniture,135bf7c1-32e0-47cd-b8ce-b2961ffb1c7a,2,158.53,317.06,Debit Card,Yes,203,31,562,163,15,Morning,1
aa504c36-b39c-40a3-a6f5-2e08f7934e16,31,Male,168890,Suburb,High,4a090007-34f5-43e4-a929-54b2f1dcc943,08/02/2023 10:54:00,Toys,5dceaa0b-2ae8-4e10-81fe-5c60963170fc,1,243.13,243.13,Digital Wallet,No,458,1,138.58,289,39,Evening,2
f132446b-4443-41ee-b691-0115704fd2f6,34,Female,181929,City,Low,b9145899-1788-495e-aa00-42066ce833eb,06/10/2024 20:21:00,Electronics,62666967-85c2-47e9-83a1-f1a986dcfde4,2,372.96,745.92,Debit Card,No,226,5,36.73,5,5,Night,4
535c3548-7114-403c-8749-6f500c52b1ac,53,Female,41711,City,Low,0de42fba-1909-4ecb-857c-465b59671cfb,03/03/2025 23:07:00,Books,69db3845-5cc2-41ff-89f0-b1becbbcc9bd,4,243.76,975.04,Digital Wallet,Yes,435,5,783.01,26,15,Evening,1
3702188f-ef84-46ff-8d9a-70ad18cd280c,67,Male,156169,City,Low,90a77c22-15f7-44f6-937a-3bcd596e0bc4,05/30/2024 14:50:00,Clothing,6e122ca7-644c-4aa0-8400-84111ef24bda,1,160.82,160.82,Cash,No,251,2,415.34,38,52,Night,2
4415c741-5236-4328-af44-137ac6178b5c,57,Female,136348,City,High,c20a227b-c871-483d-9fd4-88af5cc20c88,09/01/2023 17:52:00,Electronics,6a3bd123-e25b-4e9a-973e-5a462130805f,2,52.52,105.04,Cash,Yes,304,15,534.51,306,45,Night,5
49c132b7-d672-406f-9fe4-83cac12720a4,21,Male,179465,City,Low,1aa0281b-5bbf-4287-b1be-039c9d9e091c,12/03/2024 18:40:00,Electronics,ecab54de-a6fd-4325-804d-f6930fe4bc5b,1,464.49,464.49,Debit Card,No,454,1,669.59,274,26,Afternoon,5
21e544e0-af17-450d-bbcc-416f015647eb,19,Male,42076,City,Low,aeaf7407-5391-4a3d-9720-f6c5c4f34a16,07/11/2024 10:13:00,Electronics,11a39ba0-18c1-40e2-ad2f-996f6d5ffcb9,4,436.47,1745.88,Credit Card,No,150,21,413.01,95,39,Night,2
afd8bf15-4b33-4689-a2e6-ffc56c3cfec1,23,Male,104274,Rural,Medium,050a6b02-5be8-406c-9841-3279dd683040,02/01/2024 21:20:00,Books,2261aefe-3003-4e05-b282-8616169dc552,3,396.73,1190.19,Cash,No,246,37,70.11,343,45,Morning,4
8ff59b82-5fc6-40a8-bcbd-e6a24191513a,59,Male,77609,Suburb,Low,d80fd4aa-7e86-4881-b89f-681d6c3ad3e6,12/06/2023 03:29:00,Toys,0141d6bb-967c-407d-a06a-accf4e14c4b1,4,348.57,1394.28,Cash,No,305,7,267.69,161,13,Evening,5
47bce035-fe4e-4931-afc8-158fb0119b17,21,Female,180389,Suburb,Low,62c5648a-ae1c-406c-85dd-c574cccbdfee,07/21/2024 08:43:00,Electronics,cede25e6-ee06-4a22-bd65-594a2265353d,4,260.18,1040.72,Digital Wallet,No,16,11,210.45,88,31,Afternoon,4
e50e186c-a5cf-4067-bfb7-ca6214fdd4c5,46,Male,78480,City,Low,e866b646-45b2-4615-a5ec-f4c2cab2dd8f,06/09/2024 20:01:00,Toys,5f792f92-bfe0-45f1-9fa9-9d5fc18ad8c4,1,449.21,449.21,Digital Wallet,No,303,26,977.85,246,13,Afternoon,2
e8496b09-7ad1-4be4-8bac-840c3d7274e2,35,Female,27044,Suburb,Medium,ff80f12d-8ba3-45ad-93ab-60fd2052db70,09/12/2024 04:36:00,Toys,ad3737df-8358-4924-858a-28dbea0637ea,1,396.89,396.89,Digital Wallet,No,376,42,744.72,23,23,Evening,5
9b31533e-4254-4a9b-94d1-654d133c8bcf,43,Female,75486,Suburb,Low,dacfe87b-f574-40ce-9236-913f0f07afa8,03/16/2024 02:44:00,Furniture,0340e863-51ca-44e4-b07b-c9aeb72698a6,3,408.93,1226.79,Debit Card,Yes,1,2,462.52,152,40,Evening,5
5603ad55-8cdc-418e-8b78-78c3d61efb52,61,Male,75162,Suburb,Medium,87c9e012-708a-49c4-8036-39f9b4e97756,05/08/2024 18:46:00,Clothing,73158f98-6716-494d-8d10-5bdc5fdc586a,3,158.23,474.69,Credit Card,No,196,30,82.1,331,32,Afternoon,3
8e877504-ea00-41b3-9c64-4b97c453224b,51,Female,49882,City,High,1556f73d-07a2-4640-913d-1ad4c3043b75,08/03/2024 19:15:00,Electronics,033fd1ee-2320-4665-bbd3-3da29294fa6f,3,214.61,643.83,Credit Card,No,445,14,133.53,349,37,Night,5
e210e5fa-b6ff-4c32-997c-051c62fe10c7,27,Male,74078,City,Medium,25b7f625-625b-4ad2-83c1-dbe852d92bf0,08/29/2023 09:24:00,Electronics,f08eadaf-49d0-4e90-894b-cf1f77265443,4,354.87,1419.48,Digital Wallet,No,340,5,816.64,242,4,Afternoon,1
63833594-83f7-491c-81e5-1b54c4f1a630,53,Female,78734,Suburb,Medium,ceba746a-0f35-4bbe-ab1c-e6493d7b87c6,07/03/2024 11:15:00,Electronics,dd251dbc-64cc-4e43-98f5-440bddb99d56,4,188.68,754.72,Debit Card,Yes,268,31,946.54,197,17,Night,3
d1b36730-7b71-4870-8af5-f7f1f838ffc2,31,Male,128730,Suburb,Low,a316201a-c567-4de0-9983-b1a5349ebce8,06/26/2023 07:54:00,Toys,f898f143-0cb1-4568-8af8-1575e08018c0,3,249.52,748.56,Digital Wallet,Yes,60,48,50.72,29,20,Evening,2
aee95e4b-50c6-41a9-a4f4-8c33b6f22c9a,48,Male,194898,Suburb,Low,459cb1be-11c2-4447-abf5-cb0b6f25e773,03/20/2023 14:24:00,Groceries,652399af-7a2e-4103-83e0-b7a1a0455038,3,325.02,975.06,Credit Card,Yes,266,32,912.19,206,46,Night,1
05055d86-434c-45a7-9f70-02373d97a10b,65,Male,107985,City,Low,75d53f09-76bb-4093-8d31-007b2c73a646,03/17/2024 08:52:00,Clothing,b8b36f56-8436-4a45-818c-ace67b6bf42b,3,221.69,665.07,Debit Card,No,471,34,392.95,220,11,Night,1
83082d9c-8b7e-4728-935e-122b72959196,32,Male,64028,City,Medium,fbbd1e5d-5613-45c6-8155-c2480c5d6009,03/29/2023 01:14:00,Books,6ca1989c-a222-4a1b-a26e-9580144c866b,2,397.55,795.1,Digital Wallet,No,96,10,229.36,53,42,Night,4
89213eb5-c230-4071-afea-aa61f5e9a5d1,25,Male,118938,Suburb,Low,c11a8f64-8987-4a38-bc80-42ea373281dd,10/02/2023 08:33:00,Electronics,62ec1bc5-acad-4cc5-8c62-de58e0fd4908,2,62.56,125.12,Digital Wallet,No,282,31,120.19,77,33,Morning,3
9f109914-148b-4427-a166-9e84f21dd218,31,Female,138319,City,Low,83525605-6297-430b-a892-7625e3603aa3,01/19/2025 15:09:00,Groceries,1b23a7b0-bce1-4a8d-8c04-151c2f6c6ddd,3,360.44,1081.32,Credit Card,No,246,27,776.31,119,39,Night,4
e8b9126c-9105-4ab6-9b5d-b39018193032,,Female,52543,Suburb,Low,2d046a3c-466b-4d71-9660-1c0072bc7956,12/24/2023 18:47:00,Groceries,8d85197c-c55c-413f-82bb-ab6b02bc6f76,4,76.88,307.52,Debit Card,Yes,34,18,479.53,280,6,Morning,3
816510b1-999e-4ce3-8f30-db43978fb2ec,57,Female,144279,Rural,Low,bbe97577-db46-4fd6-b817-52607b138aae,03/25/2024 15:00:00,Groceries,68d54912-7eb8-44f8-9add-006a99e51399,1,469.23,469.23,Credit Card,Yes,273,5,835.78,236,39,Night,3
2fce05aa-0428-4fc4-831d-6002fd926d3f,38,Female,49362,Suburb,Medium,359345d9-d456-413c-87cf-b34f5adfec09,07/22/2023 18:50:00,Clothing,74c67a0a-5fc0-4dd0-bdf4-475e69b02fc9,4,160.45,641.8,Debit Card,No,468,17,241.63,260,56,Night,1
854cf234-78af-4c6c-a028-84879f6a2743,33,Male,178387,City,Medium,2aa4a049-0be9-4273-a1c9-34bc8fdc0f90,02/18/2025 04:04:00,Groceries,e8385d84-022c-4794-943d-6e26604149d5,1,398.74,398.74,Debit Card,Yes,67,11,685,1,47,Morning,5
8abfa0c5-f682-4abd-939f-a704288fce47,62,Male,178818,City,Low,057dfa95-d236-41df-af12-03321058cba0,09/20/2024 14:09:00,Books,f05afed4-8911-43d0-8b32-af28e76ba3ea,3,263.1,789.3,Digital Wallet,Yes,188,5,135.76,79,38,Night,4
